# BRANCH-ARCHIVE-SNAPSHOT-2026-09-15
# DO NOT MERGE THIS ARCHIVE BRANCH INTO main
# canonical_main=bb6f4639fbf1098f131e579dedbb610e0e7c7d97
# branch_count_before=288
# historical_branch_count=287
# unique_historical_tip_count=223
# open_pull_requests=0
# Each historical tip is retained as an ancestor of the archive snapshot DAG.
branch	sha	protected
tmp-s5-boot-001-scaffold-20260910	6d1ad78060bf1741e3e41841853b5cf226b0c209	false
tmp-s5-boot-001-scaffold-v3-20260910	2c479e32bf0893c75a42a8642c51fb60074ca0f6	false
tmp-s5-boot-001-scaffold-v4-20260910	8eb347e505181709649429406b0365069c37db7b	false
tmp-s5-boot-001-scaffold-v5-20260910	46a04049006f1ad9a71ae867b6fd205dbdd0e92e	false
tmp-s5-ci-001-central-validation-20260910	7956df6d81281c0c5b7119226786c9c01b02466b	false
tmp-s5-ci-001-narrative-validation-20260910	287c64a3d6d1ad806cf3a660b41ea4dc5fe08985	false
tmp-s5-ci-001-validation-20260910	14e738001b368fc5c237accf09581c3a783f8f1d	false
tmp-s5-env-001-validation-20260910	5236ed3f0ae761c46a849dec8f83c7f23c43ad97	false
tmp-s5-env-001-validation-v2-20260910	33f765357fb168bd64e246cc2f02e66b9192644e	false
tmp-s5-env-001-validation-v3-20260910	312ab927ba6ef2f9a320088f7d3e68e3d5b952ee	false
tmp-s5-found-001-central-20260910	61d44fcdb60e407a6d8c9c29b7660a3127df0500	false
tmp-s5-found-001-diagnosis-20260910	146af7cdb2c109fed3fc433425e82cfe0c30a61c	false
tmp-s5-found-001-foundation-20260910	bfa97cc2cbfc0e76c95e62db98a04bd0ccd72b5e	false
tmp-s5-found-001-hardening-20260910	3cf699ac8caf6a88e2c7719d2a3c93cb4a208ee9	false
tmp-s5-found-001-narrative-20260910	c15fa697d82c2e1bf1e4f72c9fcc7fd74bf6437c	false
tmp-s5-found-001-narrative-header-sync-20260910	a0d38fd91bbafa575bb36a6aca0406a5a226b76b	false
tmp-s5-found-001-narrative-secret-repair-20260910	8cb5f2d3ff57c2dcbada3bcce2b78472570ebf1a	false
tmp-s5-mig-001-validation-20260910	e135c46f027a329170c2da925eddd121528636fa	false
tmp-s5-mig-prefix-repair-20260910	68f0f8ac5ced94441bd612277c10fc0281df6b81	false
tmp-s5-mig-prefix-repair-central-20260910	a6232c5b0611a6b95f7d1f618acb6422a624dbf6	false
tmp-s5-mig-prefix-repair-narrative-20260910	7f2e7154dce466ede111414f460d5bb2e0baa3ce	false
tmp-s5-tst-001-validation-20260910	d9b3c8ce6fab723f85afb19792de6cc485a6230c	false
tmp-stage-5-entry-diagnosis-20260910	a0ba9078ad994201c1415585a31e00dcc7b5501a	false
tmp-stage4-candidate-keys-001-20260913	5c1f65448ceb5305e6b2cf61bff4d725e5ea2de6	false
tmp-stage4-commerce-license-product-prereq-20260913	5041069fdb7a8d5be1da56f3d5a229cad7bd4290	false
tmp-test-not-needed	d899491bc8dd73a7b82d1c28c50f32b6eea1a169	false
validation/stage4-constraints-write-fence-001	4fced773eceecf6d0164ec26d9e5a7177409c657	false
validation/stage4-foreign-keys-write-fence-001	fddc8678cec37f4444e30d6fef8eda470473796d	false
validation/stage4-triggers-write-fence-001	181f33789d4e3b92adc3e132f665e436657d8df9	false
work/core-v1-internal-exams-001	111e6e30e6236fa21f79c5b547d76b7c18209d48	false
work/core-v1-licenses-learning-access-001	a82172614f7b1da4fa8bd0b3a693b7e3fb724109	false
work/core-v1-licenses-learning-access-001-parity	0b8c1c6f29378546f4adede5a8fce4a26c00bb9e	false
